#    L    TT             EE             TE             PP             TP          
  1011   0.101771E+04   0.428353E+02  -0.448954E+02   0.245997E+06   0.210110E+02
  1012   0.101753E+04   0.426887E+02  -0.462246E+02   0.245544E+06   0.204726E+02
  1013   0.101748E+04   0.425367E+02  -0.475392E+02   0.245093E+06   0.199392E+02
  1014   0.101757E+04   0.423794E+02  -0.488387E+02   0.244643E+06   0.194107E+02
  1015   0.101777E+04   0.422165E+02  -0.501228E+02   0.244194E+06   0.188873E+02
  1016   0.101810E+04   0.420481E+02  -0.513911E+02   0.243747E+06   0.183689E+02
  1017   0.101857E+04   0.418741E+02  -0.526430E+02   0.243300E+06   0.178556E+02
  1018   0.101914E+04   0.416945E+02  -0.538782E+02   0.242855E+06   0.173473E+02
  1019   0.101984E+04   0.415093E+02  -0.550961E+02   0.242410E+06   0.168441E+02
  1020   0.102066E+04   0.413185E+02  -0.562962E+02   0.241967E+06   0.163459E+02
  1021   0.102159E+04   0.411224E+02  -0.574777E+02   0.241525E+06   0.158529E+02
  1022   0.102264E+04   0.409211E+02  -0.586399E+02   0.241084E+06   0.153650E+02
  1023   0.102378E+04   0.407147E+02  -0.597822E+02   0.240644E+06   0.148823E+02
  1024   0.102504E+04   0.405035E+02  -0.609039E+02   0.240205E+06   0.144047E+02
  1025   0.102639E+04   0.402876E+02  -0.620043E+02   0.239768E+06   0.139323E+02
  1026   0.102785E+04   0.400672E+02  -0.630827E+02   0.239331E+06   0.134650E+02
  1027   0.102940E+04   0.398424E+02  -0.641393E+02   0.238896E+06   0.130030E+02
  1028   0.103104E+04   0.396131E+02  -0.651740E+02   0.238461E+06   0.125462E+02
  1029   0.103278E+04   0.393796E+02  -0.661869E+02   0.238028E+06   0.120946E+02
  1030   0.103461E+04   0.391417E+02  -0.671782E+02   0.237596E+06   0.116482E+02
  1031   0.103654E+04   0.388997E+02  -0.681479E+02   0.237165E+06   0.112071E+02
  1032   0.103855E+04   0.386536E+02  -0.690961E+02   0.236735E+06   0.107713E+02
  1033   0.104066E+04   0.384034E+02  -0.700228E+02   0.236306E+06   0.103408E+02
  1034   0.104285E+04   0.381492E+02  -0.709275E+02   0.235878E+06   0.991564E+01
  1035   0.104513E+04   0.378913E+02  -0.718095E+02   0.235451E+06   0.949577E+01
  1036   0.104748E+04   0.376297E+02  -0.726683E+02   0.235025E+06   0.908124E+01
  1037   0.104991E+04   0.373647E+02  -0.735032E+02   0.234601E+06   0.867207E+01
  1038   0.105241E+04   0.370962E+02  -0.743137E+02   0.234177E+06   0.826826E+01
  1039   0.105498E+04   0.368246E+02  -0.750991E+02   0.233755E+06   0.786985E+01
  1040   0.105762E+04   0.365498E+02  -0.758588E+02   0.233333E+06   0.747683E+01
  1041   0.106032E+04   0.362720E+02  -0.765929E+02   0.232913E+06   0.708924E+01
  1042   0.106307E+04   0.359911E+02  -0.773011E+02   0.232493E+06   0.670707E+01
  1043   0.106589E+04   0.357073E+02  -0.779834E+02   0.232075E+06   0.633036E+01
  1044   0.106876E+04   0.354206E+02  -0.786402E+02   0.231658E+06   0.595911E+01
  1045   0.107169E+04   0.351308E+02  -0.792709E+02   0.231241E+06   0.559334E+01
  1046   0.107467E+04   0.348383E+02  -0.798762E+02   0.230826E+06   0.523307E+01
  1047   0.107771E+04   0.345429E+02  -0.804554E+02   0.230412E+06   0.487831E+01
  1048   0.108079E+04   0.342447E+02  -0.810085E+02   0.229999E+06   0.452907E+01
  1049   0.108392E+04   0.339442E+02  -0.815349E+02   0.229587E+06   0.418538E+01
  1050   0.108709E+04   0.336415E+02  -0.820360E+02   0.229176E+06   0.384724E+01
  1051   0.109030E+04   0.333368E+02  -0.825112E+02   0.228766E+06   0.351467E+01
  1052   0.109354E+04   0.330301E+02  -0.829596E+02   0.228357E+06   0.318766E+01
  1053   0.109682E+04   0.327219E+02  -0.833814E+02   0.227949E+06   0.286619E+01
  1054   0.110014E+04   0.324123E+02  -0.837765E+02   0.227542E+06   0.255024E+01
  1055   0.110347E+04   0.321014E+02  -0.841458E+02   0.227136E+06   0.223979E+01
  1056   0.110684E+04   0.317892E+02  -0.844886E+02   0.226731E+06   0.193483E+01
  1057   0.111023E+04   0.314759E+02  -0.848041E+02   0.226327E+06   0.163534E+01
  1058   0.111364E+04   0.311616E+02  -0.850939E+02   0.225924E+06   0.134130E+01
  1059   0.111706E+04   0.308463E+02  -0.853565E+02   0.225522E+06   0.105270E+01
  1060   0.112051E+04   0.305302E+02  -0.855920E+02   0.225121E+06   0.769517E+00
  1061   0.112397E+04   0.302134E+02  -0.858019E+02   0.224721E+06   0.491736E+00
  1062   0.112744E+04   0.298960E+02  -0.859839E+02   0.224322E+06   0.219339E+00
  1063   0.113092E+04   0.295780E+02  -0.861404E+02   0.223924E+06  -0.476902E-01
  1064   0.113441E+04   0.292597E+02  -0.862700E+02   0.223527E+06  -0.309370E+00
  1065   0.113790E+04   0.289410E+02  -0.863725E+02   0.223131E+06  -0.565716E+00
  1066   0.114139E+04   0.286222E+02  -0.864497E+02   0.222736E+06  -0.816747E+00
  1067   0.114488E+04   0.283032E+02  -0.864999E+02   0.222342E+06  -0.106248E+01
  1068   0.114837E+04   0.279844E+02  -0.865241E+02   0.221949E+06  -0.130293E+01
  1069   0.115185E+04   0.276657E+02  -0.865222E+02   0.221557E+06  -0.153812E+01
  1070   0.115533E+04   0.273473E+02  -0.864943E+02   0.221166E+06  -0.176806E+01
  1071   0.115879E+04   0.270293E+02  -0.864404E+02   0.220775E+06  -0.199277E+01
  1072   0.116225E+04   0.267119E+02  -0.863613E+02   0.220386E+06  -0.221226E+01
  1073   0.116568E+04   0.263952E+02  -0.862563E+02   0.219998E+06  -0.242656E+01
  1074   0.116910E+04   0.260793E+02  -0.861261E+02   0.219611E+06  -0.263568E+01
  1075   0.117249E+04   0.257644E+02  -0.859709E+02   0.219224E+06  -0.283965E+01
  1076   0.117588E+04   0.254505E+02  -0.857898E+02   0.218839E+06  -0.303846E+01
  1077   0.117923E+04   0.251377E+02  -0.855845E+02   0.218455E+06  -0.323215E+01
  1078   0.118256E+04   0.248263E+02  -0.853550E+02   0.218071E+06  -0.342073E+01
  1079   0.118585E+04   0.245163E+02  -0.851005E+02   0.217689E+06  -0.360422E+01
  1080   0.118912E+04   0.242078E+02  -0.848225E+02   0.217307E+06  -0.378263E+01
  1081   0.119235E+04   0.239010E+02  -0.845197E+02   0.216927E+06  -0.395598E+01
  1082   0.119555E+04   0.235959E+02  -0.841936E+02   0.216547E+06  -0.412430E+01
  1083   0.119871E+04   0.232927E+02  -0.838441E+02   0.216168E+06  -0.428758E+01
  1084   0.120183E+04   0.229915E+02  -0.834714E+02   0.215790E+06  -0.444586E+01
  1085   0.120491E+04   0.226923E+02  -0.830762E+02   0.215414E+06  -0.459915E+01
  1086   0.120794E+04   0.223954E+02  -0.826570E+02   0.215038E+06  -0.474747E+01
  1087   0.121093E+04   0.221006E+02  -0.822162E+02   0.214663E+06  -0.489084E+01
  1088   0.121387E+04   0.218084E+02  -0.817529E+02   0.214289E+06  -0.502926E+01
  1089   0.121675E+04   0.215186E+02  -0.812674E+02   0.213915E+06  -0.516276E+01
  1090   0.121959E+04   0.212314E+02  -0.807602E+02   0.213543E+06  -0.529136E+01
  1091   0.122237E+04   0.209469E+02  -0.802323E+02   0.213172E+06  -0.541507E+01
  1092   0.122510E+04   0.206653E+02  -0.796829E+02   0.212801E+06  -0.553392E+01
  1093   0.122776E+04   0.203866E+02  -0.791136E+02   0.212432E+06  -0.564791E+01
  1094   0.123037E+04   0.201110E+02  -0.785235E+02   0.212063E+06  -0.575706E+01
  1095   0.123292E+04   0.198386E+02  -0.779143E+02   0.211696E+06  -0.586140E+01
  1096   0.123540E+04   0.195694E+02  -0.772853E+02   0.211329E+06  -0.596093E+01
  1097   0.123783E+04   0.193037E+02  -0.766371E+02   0.210963E+06  -0.605568E+01
  1098   0.124019E+04   0.190414E+02  -0.759707E+02   0.210598E+06  -0.614567E+01
  1099   0.124247E+04   0.187827E+02  -0.752861E+02   0.210234E+06  -0.623090E+01
  1100   0.124470E+04   0.185277E+02  -0.745839E+02   0.209871E+06  -0.631140E+01
  1101   0.124684E+04   0.182763E+02  -0.738636E+02   0.209508E+06  -0.638719E+01
  1102   0.124892E+04   0.180288E+02  -0.731265E+02   0.209147E+06  -0.645830E+01
  1103   0.125092E+04   0.177852E+02  -0.723721E+02   0.208786E+06  -0.652475E+01
  1104   0.125286E+04   0.175456E+02  -0.716016E+02   0.208427E+06  -0.658659E+01
  1105   0.125471E+04   0.173099E+02  -0.708152E+02   0.208068E+06  -0.664383E+01
  1106   0.125648E+04   0.170784E+02  -0.700132E+02   0.207710E+06  -0.669652E+01
  1107   0.125818E+04   0.168511E+02  -0.691960E+02   0.207353E+06  -0.674469E+01
  1108   0.125980E+04   0.166281E+02  -0.683642E+02   0.206997E+06  -0.678836E+01
  1109   0.126134E+04   0.164094E+02  -0.675181E+02   0.206642E+06  -0.682758E+01
  1110   0.126280E+04   0.161952E+02  -0.666581E+02   0.206287E+06  -0.686236E+01
  1111   0.126417E+04   0.159854E+02  -0.657848E+02   0.205934E+06  -0.689275E+01
  1112   0.126546E+04   0.157802E+02  -0.648984E+02   0.205581E+06  -0.691877E+01
  1113   0.126667E+04   0.155796E+02  -0.639996E+02   0.205229E+06  -0.694046E+01
  1114   0.126780E+04   0.153837E+02  -0.630887E+02   0.204878E+06  -0.695785E+01
  1115   0.126884E+04   0.151925E+02  -0.621661E+02   0.204528E+06  -0.697097E+01
  1116   0.126979E+04   0.150061E+02  -0.612325E+02   0.204179E+06  -0.697985E+01
  1117   0.127066E+04   0.148246E+02  -0.602880E+02   0.203830E+06  -0.698452E+01
  1118   0.127144E+04   0.146479E+02  -0.593333E+02   0.203483E+06  -0.698503E+01
  1119   0.127213E+04   0.144763E+02  -0.583688E+02   0.203136E+06  -0.698139E+01
  1120   0.127272E+04   0.143095E+02  -0.573949E+02   0.202790E+06  -0.697364E+01
  1121   0.127323E+04   0.141479E+02  -0.564121E+02   0.202445E+06  -0.696181E+01
  1122   0.127365E+04   0.139914E+02  -0.554208E+02   0.202101E+06  -0.694593E+01
  1123   0.127398E+04   0.138399E+02  -0.544215E+02   0.201758E+06  -0.692604E+01
  1124   0.127422E+04   0.136937E+02  -0.534146E+02   0.201415E+06  -0.690217E+01
  1125   0.127436E+04   0.135527E+02  -0.524006E+02   0.201073E+06  -0.687435E+01
  1126   0.127441E+04   0.134169E+02  -0.513801E+02   0.200732E+06  -0.684260E+01
  1127   0.127436E+04   0.132864E+02  -0.503535E+02   0.200392E+06  -0.680697E+01
  1128   0.127423E+04   0.131613E+02  -0.493216E+02   0.200053E+06  -0.676749E+01
  1129   0.127400E+04   0.130416E+02  -0.482845E+02   0.199715E+06  -0.672418E+01
  1130   0.127369E+04   0.129272E+02  -0.472430E+02   0.199377E+06  -0.667708E+01
  1131   0.127327E+04   0.128183E+02  -0.461976E+02   0.199041E+06  -0.662622E+01
  1132   0.127277E+04   0.127148E+02  -0.451487E+02   0.198705E+06  -0.657163E+01
  1133   0.127217E+04   0.126168E+02  -0.440967E+02   0.198370E+06  -0.651335E+01
  1134   0.127148E+04   0.125243E+02  -0.430422E+02   0.198035E+06  -0.645140E+01
  1135   0.127070E+04   0.124373E+02  -0.419857E+02   0.197702E+06  -0.638582E+01
  1136   0.126982E+04   0.123558E+02  -0.409274E+02   0.197369E+06  -0.631664E+01
  1137   0.126885E+04   0.122798E+02  -0.398680E+02   0.197037E+06  -0.624389E+01
  1138   0.126779E+04   0.122094E+02  -0.388079E+02   0.196706E+06  -0.616760E+01
  1139   0.126664E+04   0.121444E+02  -0.377476E+02   0.196376E+06  -0.608781E+01
  1140   0.126539E+04   0.120851E+02  -0.366876E+02   0.196046E+06  -0.600454E+01
  1141   0.126405E+04   0.120312E+02  -0.356283E+02   0.195718E+06  -0.591784E+01
  1142   0.126262E+04   0.119829E+02  -0.345704E+02   0.195390E+06  -0.582772E+01
  1143   0.126109E+04   0.119402E+02  -0.335142E+02   0.195063E+06  -0.573423E+01
  1144   0.125947E+04   0.119030E+02  -0.324602E+02   0.194736E+06  -0.563739E+01
  1145   0.125777E+04   0.118714E+02  -0.314090E+02   0.194411E+06  -0.553724E+01
  1146   0.125597E+04   0.118453E+02  -0.303610E+02   0.194086E+06  -0.543380E+01
  1147   0.125408E+04   0.118247E+02  -0.293166E+02   0.193762E+06  -0.532712E+01
  1148   0.125210E+04   0.118097E+02  -0.282764E+02   0.193439E+06  -0.521722E+01
  1149   0.125003E+04   0.118001E+02  -0.272408E+02   0.193116E+06  -0.510413E+01
  1150   0.124787E+04   0.117959E+02  -0.262101E+02   0.192795E+06  -0.498788E+01
  1151   0.124563E+04   0.117972E+02  -0.251850E+02   0.192474E+06  -0.486852E+01
  1152   0.124330E+04   0.118040E+02  -0.241658E+02   0.192154E+06  -0.474607E+01
  1153   0.124088E+04   0.118161E+02  -0.231530E+02   0.191834E+06  -0.462057E+01
  1154   0.123837E+04   0.118337E+02  -0.221468E+02   0.191516E+06  -0.449205E+01
  1155   0.123578E+04   0.118565E+02  -0.211479E+02   0.191198E+06  -0.436057E+01
  1156   0.123311E+04   0.118846E+02  -0.201566E+02   0.190881E+06  -0.422614E+01
  1157   0.123035E+04   0.119181E+02  -0.191732E+02   0.190564E+06  -0.408882E+01
  1158   0.122752E+04   0.119568E+02  -0.181984E+02   0.190249E+06  -0.394863E+01
  1159   0.122460E+04   0.120006E+02  -0.172324E+02   0.189934E+06  -0.380561E+01
  1160   0.122160E+04   0.120497E+02  -0.162756E+02   0.189620E+06  -0.365981E+01
  1161   0.121853E+04   0.121039E+02  -0.153285E+02   0.189307E+06  -0.351125E+01
  1162   0.121538E+04   0.121632E+02  -0.143913E+02   0.188994E+06  -0.335997E+01
  1163   0.121216E+04   0.122275E+02  -0.134644E+02   0.188682E+06  -0.320602E+01
  1164   0.120886E+04   0.122968E+02  -0.125482E+02   0.188371E+06  -0.304943E+01
  1165   0.120549E+04   0.123710E+02  -0.116431E+02   0.188061E+06  -0.289023E+01
  1166   0.120204E+04   0.124501E+02  -0.107495E+02   0.187751E+06  -0.272846E+01
  1167   0.119852E+04   0.125341E+02  -0.986754E+01   0.187442E+06  -0.256416E+01
  1168   0.119493E+04   0.126228E+02  -0.899777E+01   0.187134E+06  -0.239737E+01
  1169   0.119128E+04   0.127163E+02  -0.814042E+01   0.186827E+06  -0.222812E+01
  1170   0.118755E+04   0.128143E+02  -0.729586E+01   0.186520E+06  -0.205645E+01
  1171   0.118376E+04   0.129171E+02  -0.646449E+01   0.186214E+06  -0.188240E+01
  1172   0.117991E+04   0.130243E+02  -0.564653E+01   0.185909E+06  -0.170600E+01
  1173   0.117600E+04   0.131360E+02  -0.484239E+01   0.185604E+06  -0.152730E+01
  1174   0.117202E+04   0.132521E+02  -0.405240E+01   0.185301E+06  -0.134632E+01
  1175   0.116797E+04   0.133726E+02  -0.327677E+01   0.184998E+06  -0.116311E+01
  1176   0.116388E+04   0.134973E+02  -0.251584E+01   0.184695E+06  -0.977700E+00
  1177   0.115972E+04   0.136262E+02  -0.176987E+01   0.184394E+06  -0.790129E+00
  1178   0.115551E+04   0.137593E+02  -0.103915E+01   0.184093E+06  -0.600435E+00
  1179   0.115124E+04   0.138965E+02  -0.323972E+00   0.183793E+06  -0.408653E+00
  1180   0.114692E+04   0.140375E+02   0.375380E+00   0.183493E+06  -0.214822E+00
  1181   0.114255E+04   0.141825E+02   0.105865E+01   0.183194E+06  -0.189786E-01
  1182   0.113813E+04   0.143313E+02   0.172559E+01   0.182896E+06   0.178841E+00
  1183   0.113366E+04   0.144838E+02   0.237594E+01   0.182599E+06   0.378599E+00
  1184   0.112914E+04   0.146400E+02   0.300945E+01   0.182302E+06   0.580260E+00
  1185   0.112458E+04   0.147997E+02   0.362587E+01   0.182006E+06   0.783785E+00
  1186   0.111997E+04   0.149629E+02   0.422495E+01   0.181711E+06   0.989137E+00
  1187   0.111532E+04   0.151295E+02   0.480644E+01   0.181416E+06   0.119628E+01
  1188   0.111063E+04   0.152994E+02   0.537017E+01   0.181122E+06   0.140518E+01
  1189   0.110590E+04   0.154725E+02   0.591594E+01   0.180829E+06   0.161579E+01
  1190   0.110112E+04   0.156488E+02   0.644357E+01   0.180537E+06   0.182809E+01
  1191   0.109632E+04   0.158280E+02   0.695290E+01   0.180245E+06   0.204202E+01
  1192   0.109148E+04   0.160102E+02   0.744373E+01   0.179953E+06   0.225757E+01
  1193   0.108661E+04   0.161953E+02   0.791590E+01   0.179663E+06   0.247468E+01
  1194   0.108171E+04   0.163831E+02   0.836922E+01   0.179373E+06   0.269332E+01
  1195   0.107679E+04   0.165735E+02   0.880356E+01   0.179084E+06   0.291346E+01
  1196   0.107183E+04   0.167665E+02   0.921880E+01   0.178796E+06   0.313505E+01
  1197   0.106685E+04   0.169620E+02   0.961479E+01   0.178508E+06   0.335807E+01
  1198   0.106185E+04   0.171597E+02   0.999144E+01   0.178221E+06   0.358247E+01
  1199   0.105683E+04   0.173598E+02   0.103485E+02   0.177934E+06   0.380822E+01
  1200   0.105179E+04   0.175619E+02   0.106860E+02   0.177648E+06   0.403528E+01
  1201   0.104672E+04   0.177662E+02   0.110037E+02   0.177363E+06   0.426361E+01
  1202   0.104165E+04   0.179724E+02   0.113017E+02   0.177079E+06   0.449317E+01
  1203   0.103656E+04   0.181804E+02   0.115798E+02   0.176795E+06   0.472394E+01
  1204   0.103146E+04   0.183903E+02   0.118381E+02   0.176512E+06   0.495588E+01
  1205   0.102634E+04   0.186017E+02   0.120763E+02   0.176229E+06   0.518894E+01
  1206   0.102121E+04   0.188148E+02   0.122946E+02   0.175947E+06   0.542311E+01
  1207   0.101608E+04   0.190292E+02   0.124928E+02   0.175666E+06   0.565833E+01
  1208   0.101095E+04   0.192451E+02   0.126710E+02   0.175386E+06   0.589458E+01
  1209   0.100581E+04   0.194623E+02   0.128291E+02   0.175106E+06   0.613181E+01
  1210   0.100066E+04   0.196806E+02   0.129672E+02   0.174826E+06   0.637000E+01
  1211   0.995518E+03   0.199000E+02   0.130852E+02   0.174548E+06   0.660911E+01
  1212   0.990378E+03   0.201203E+02   0.131833E+02   0.174270E+06   0.684910E+01
  1213   0.985236E+03   0.203416E+02   0.132614E+02   0.173993E+06   0.708993E+01
  1214   0.980101E+03   0.205637E+02   0.133195E+02   0.173716E+06   0.733158E+01
  1215   0.974979E+03   0.207863E+02   0.133577E+02   0.173440E+06   0.757401E+01
  1216   0.969855E+03   0.210096E+02   0.133759E+02   0.173164E+06   0.781717E+01
  1217   0.964745E+03   0.212334E+02   0.133743E+02   0.172890E+06   0.806105E+01
  1218   0.959648E+03   0.214575E+02   0.133530E+02   0.172615E+06   0.830559E+01
  1219   0.954565E+03   0.216819E+02   0.133118E+02   0.172342E+06   0.855076E+01
  1220   0.949487E+03   0.219064E+02   0.132510E+02   0.172069E+06   0.879654E+01
  1221   0.944438E+03   0.221310E+02   0.131705E+02   0.171797E+06   0.904287E+01
  1222   0.939394E+03   0.223555E+02   0.130704E+02   0.171525E+06   0.928974E+01
  1223   0.934379E+03   0.225798E+02   0.129509E+02   0.171254E+06   0.953710E+01
  1224   0.929377E+03   0.228040E+02   0.128121E+02   0.170983E+06   0.978491E+01
  1225   0.924402E+03   0.230277E+02   0.126542E+02   0.170714E+06   0.100331E+02
  1226   0.919448E+03   0.232511E+02   0.124773E+02   0.170444E+06   0.102818E+02
  1227   0.914522E+03   0.234738E+02   0.122815E+02   0.170176E+06   0.105307E+02
  1228   0.909624E+03   0.236960E+02   0.120671E+02   0.169908E+06   0.107800E+02
  1229   0.904762E+03   0.239174E+02   0.118342E+02   0.169641E+06   0.110296E+02
  1230   0.899927E+03   0.241380E+02   0.115829E+02   0.169374E+06   0.112794E+02
  1231   0.895120E+03   0.243577E+02   0.113133E+02   0.169108E+06   0.115294E+02
  1232   0.890348E+03   0.245764E+02   0.110259E+02   0.168842E+06   0.117796E+02
  1233   0.885619E+03   0.247939E+02   0.107204E+02   0.168577E+06   0.120300E+02
  1234   0.880918E+03   0.250102E+02   0.103973E+02   0.168313E+06   0.122804E+02
  1235   0.876259E+03   0.252252E+02   0.100566E+02   0.168049E+06   0.125309E+02
  1236   0.871635E+03   0.254387E+02   0.969859E+01   0.167786E+06   0.127814E+02
  1237   0.867054E+03   0.256507E+02   0.932337E+01   0.167523E+06   0.130320E+02
  1238   0.862515E+03   0.258611E+02   0.893123E+01   0.167261E+06   0.132824E+02
  1239   0.858019E+03   0.260697E+02   0.852236E+01   0.167000E+06   0.135329E+02
